,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
16502,7,11,0,1,2,1,23,2.0,1,0,0,48,0
16503,2,29,0,0,2,1,32,2.0,5,0,0,53,0
16504,4,6,0,0,2,1,33,3.0,5,0,0,58,0
16505,7,1,2,0,0,1,31,5.0,6,1,0,48,0
16506,7,24,0,1,2,1,32,3.0,5,0,0,51,0
16507,5,4,0,0,0,1,28,3.0,1,0,0,70,0
16508,8,7,2,1,2,1,39,3.0,10,0,0,75,0
16509,8,31,0,0,0,1,37,1.0,3,0,0,82,0
16510,4,31,2,1,2,1,43,3.0,3,0,0,60,0
16511,8,0,2,0,0,1,31,4.0,3,0,0,81,0
16512,5,15,0,1,0,2,28,3.0,3,1,0,68,0
16513,7,14,0,1,2,4,26,3.0,3,0,0,56,0
16514,7,31,2,1,0,1,35,5.0,4,1,0,47,1
16515,7,2,0,1,2,1,32,5.0,6,1,0,41,0
16516,7,14,0,1,0,1,30,3.0,5,0,0,64,1
16517,4,21,0,1,2,2,29,3.0,5,0,0,58,0
16518,7,14,0,1,0,1,23,4.0,2,0,0,46,0
16519,2,11,0,0,2,1,37,2.0,8,0,0,48,0
16520,7,31,0,1,2,1,29,5.0,4,0,0,53,0
16521,8,31,0,0,0,2,31,2.0,9,0,0,80,0
16522,7,11,0,1,2,1,54,1.0,17,0,0,51,0
16523,0,21,0,1,2,1,29,5.0,2,0,0,91,0
16524,7,5,2,1,0,1,38,1.0,9,0,0,50,0
16525,4,28,2,0,0,1,42,5.0,11,1,0,65,1
16526,0,13,2,1,0,1,32,3.0,7,0,0,80,0
16527,7,31,2,1,2,1,29,3.0,1,0,0,51,0
16528,7,1,2,1,2,2,37,3.0,3,0,0,54,0
16529,7,20,2,1,2,1,32,3.0,1,0,0,50,0
16530,4,2,0,0,0,1,37,3.0,9,1,0,58,0
16531,7,6,0,1,0,1,40,4.0,4,1,1,54,0
16532,5,3,0,1,0,2,27,3.0,3,0,0,72,0
16533,1,14,0,1,0,2,26,4.0,2,1,0,55,0
16534,5,11,2,1,0,2,44,2.0,16,0,0,71,0
16535,0,6,0,1,0,1,29,3.0,6,0,0,82,0
16536,7,24,2,1,0,1,26,3.0,2,0,0,51,0
16537,4,7,2,0,0,1,32,5.0,5,1,0,56,0
16538,4,6,0,1,0,1,40,3.0,12,0,0,58,0
16539,4,11,0,1,0,2,41,5.0,4,1,0,56,0
16540,7,8,2,1,2,1,34,3.0,6,0,0,49,0
16541,5,31,2,1,0,2,35,4.0,4,0,0,68,0
16542,5,19,0,1,2,1,37,3.0,10,0,0,68,0
16543,0,11,0,0,2,1,27,3.0,4,0,0,85,0
16544,7,6,2,1,2,1,32,2.0,5,0,0,49,0
16545,6,14,2,1,2,1,34,5.0,2,0,0,84,0
16546,4,6,0,1,0,1,32,2.0,5,0,0,58,0
16547,5,2,0,1,0,1,28,4.0,4,1,1,66,0
16548,0,20,2,1,0,1,33,5.0,10,1,0,81,0
16549,5,14,2,1,2,1,37,3.0,2,1,1,71,0
16550,5,4,2,1,0,1,31,4.0,4,0,0,70,0
16551,5,18,0,1,0,1,28,4.0,1,0,0,72,0
16552,2,11,0,1,2,1,47,4.0,8,0,0,50,0
16553,8,15,2,1,0,1,39,1.0,10,0,0,78,0
16554,7,24,0,1,0,1,30,3.0,1,0,0,49,0
16555,0,33,0,1,0,3,32,3.0,4,0,0,81,0
16556,4,6,0,1,1,2,42,4.0,6,1,0,56,0
16557,7,31,0,0,2,1,27,3.0,2,0,0,49,0
16558,7,4,0,1,0,2,38,3.0,4,0,0,46,0
16559,0,31,0,1,0,1,38,5.0,4,1,0,88,0
16560,7,14,0,1,2,1,49,2.0,17,0,0,46,0
16561,7,28,2,0,2,1,43,3.0,3,0,0,51,0
16562,4,11,2,1,0,1,42,5.0,5,1,0,62,0
16563,4,31,2,0,2,1,39,4.0,4,1,0,61,1
16564,4,18,0,0,0,2,31,4.0,4,0,0,63,0
16565,8,11,2,1,2,1,59,5.0,7,1,0,95,1
16566,8,11,0,1,2,1,27,4.0,4,1,0,78,0
16567,4,2,0,1,0,1,28,1.0,5,1,0,59,0
16568,4,5,0,0,2,1,39,3.0,8,1,0,57,0
16569,4,17,2,1,2,1,35,5.0,3,1,0,64,0
16570,4,10,0,0,0,1,36,5.0,9,1,0,58,0
16571,7,6,0,1,2,1,28,5.0,2,0,0,49,0
16572,0,14,0,0,0,1,30,4.0,7,1,0,87,0
16573,7,4,0,0,0,1,30,1.0,6,0,0,50,0
16574,7,6,2,1,0,1,55,1.0,13,0,0,45,0
16575,5,3,0,1,2,1,28,3.0,4,0,0,66,0
16576,1,11,2,1,0,2,37,3.0,4,0,0,61,0
16577,4,6,0,1,1,1,42,4.0,7,1,0,62,0
16578,7,11,0,1,2,1,43,5.0,7,1,0,53,0
16579,5,11,2,0,0,1,55,3.0,18,0,0,70,0
16580,7,4,0,1,2,1,40,3.0,14,1,0,54,1
16581,8,0,2,0,0,1,30,1.0,2,0,0,77,0
16582,4,8,0,1,0,1,27,3.0,1,0,0,59,0
16583,4,5,2,1,0,1,40,3.0,9,1,0,61,1
16584,7,11,0,0,2,4,24,1.0,2,0,0,47,0
16585,8,11,0,0,0,1,55,3.0,12,0,0,75,0
16586,1,18,0,1,0,1,29,3.0,5,0,0,59,0
16587,7,4,0,0,0,1,31,1.0,5,0,0,52,0
16588,2,11,2,0,0,1,32,1.0,8,0,0,50,0
16589,8,18,0,0,2,1,23,3.0,1,1,0,81,0
16590,7,23,2,1,0,1,24,3.0,1,0,0,44,0
16591,4,18,2,1,2,1,39,3.0,3,0,0,57,0
16592,7,31,0,0,0,1,29,5.0,3,0,0,51,0
16593,7,14,2,1,0,1,28,2.0,5,0,1,49,0
16594,4,12,0,1,2,1,31,5.0,3,0,0,55,0
16595,4,7,0,0,2,1,54,3.0,25,0,0,58,0
16596,4,17,0,1,2,1,29,3.0,2,0,0,58,0
16597,0,5,2,1,2,1,37,3.0,2,0,0,85,0
16598,0,25,0,1,0,1,27,1.0,2,0,0,84,0
16599,5,11,2,1,0,1,39,4.0,11,1,0,73,0
16600,4,14,2,1,0,2,40,5.0,7,0,0,57,0
16601,1,14,1,1,2,2,23,3.0,1,1,1,57,0
16602,4,7,0,0,2,1,29,3.0,4,0,0,60,0
16603,8,11,0,1,0,1,28,3.0,1,0,0,80,0
16604,5,8,0,1,2,1,40,3.0,6,0,0,69,0
16605,5,11,0,1,0,4,24,2.0,1,1,0,71,0
16606,1,14,0,1,2,1,36,2.0,7,0,0,58,0
16607,5,11,0,1,0,2,51,5.0,15,1,0,70,0
16608,5,11,0,0,2,1,54,5.0,25,1,0,66,0
16609,4,14,2,1,0,1,41,2.0,11,0,0,60,0
16610,8,8,0,0,2,1,31,5.0,7,1,0,81,1
16611,7,20,0,1,0,1,37,5.0,5,1,0,45,0
16612,8,31,2,1,0,1,45,4.0,7,0,0,80,0
16613,5,11,2,0,0,1,49,3.0,16,1,0,71,1
16614,7,2,2,1,2,1,42,5.0,3,1,0,52,0
16615,7,10,0,1,0,1,36,2.0,8,0,0,50,0
16616,4,5,2,0,2,1,36,4.0,8,0,0,55,0
16617,7,30,0,1,0,1,27,3.0,4,0,0,53,0
16618,7,29,2,1,0,1,38,2.0,9,0,0,44,0
16619,4,2,0,1,0,1,32,1.0,7,0,0,62,0
16620,7,11,2,1,2,1,24,3.0,2,1,0,54,0
16621,8,10,2,1,0,1,44,3.0,3,0,0,85,0
16622,8,11,2,1,2,1,42,3.0,13,0,1,77,0
16623,7,11,0,1,0,4,30,3.0,4,0,0,54,0
16624,7,31,2,1,2,1,35,1.0,4,1,0,45,0
16625,1,28,0,0,2,1,29,2.0,5,0,0,62,0
16626,4,10,0,1,0,1,32,4.0,6,1,1,69,1
16627,7,20,2,0,0,1,35,3.0,3,0,0,52,0
16628,7,8,0,1,0,2,27,4.0,4,0,0,58,1
16629,1,20,2,1,2,1,33,5.0,8,1,0,56,0
16630,5,6,2,0,2,1,53,5.0,13,1,0,71,0
16631,7,26,2,1,0,1,34,1.0,7,0,0,51,0
16632,5,11,0,1,0,1,41,3.0,11,1,0,66,0
16633,8,18,0,1,2,1,44,4.0,4,1,0,81,0
16634,7,4,0,1,0,1,41,5.0,6,0,0,55,0
16635,7,2,0,1,0,1,24,3.0,1,0,0,51,0
16636,5,1,2,1,0,1,31,3.0,2,0,0,68,0
16637,7,4,0,1,2,1,37,3.0,6,0,0,46,0
16638,8,24,2,1,2,1,50,5.0,2,1,0,77,1
16639,0,20,0,1,0,1,29,3.0,5,1,0,92,0
16640,7,14,0,1,0,1,48,1.0,14,0,0,48,0
16641,3,31,0,1,0,1,37,3.0,5,0,0,58,0
16642,4,12,0,1,2,1,32,3.0,4,0,0,58,0
16643,1,18,0,1,2,1,31,3.0,2,0,0,72,1
16644,5,14,0,0,2,2,30,5.0,5,1,0,69,0
16645,4,31,0,1,2,1,36,3.0,9,0,0,62,0
16646,7,4,0,1,2,1,40,5.0,12,1,0,50,1
16647,6,14,0,1,2,2,26,4.0,2,1,0,87,0
16648,7,19,0,1,2,1,28,5.0,4,0,0,48,0
16649,5,11,0,0,2,1,44,3.0,7,0,0,67,0
16650,4,14,0,1,0,1,33,5.0,5,1,0,62,0
16651,0,31,0,1,0,1,28,5.0,4,0,0,85,0
16652,8,18,0,0,0,2,34,3.0,9,0,0,82,0
16653,4,11,0,0,2,1,53,1.0,10,0,0,61,0
16654,2,16,0,0,0,1,27,3.0,4,0,0,51,0
16655,7,7,0,1,0,1,49,3.0,9,0,0,51,0
16656,8,26,0,1,2,1,40,3.0,6,0,0,85,0
16657,7,15,2,1,2,2,51,3.0,9,0,0,49,0
16658,7,12,0,1,2,1,40,5.0,11,1,0,47,0
16659,4,19,0,1,2,1,33,3.0,2,0,0,63,0
16660,7,31,0,1,0,1,58,4.0,17,0,0,51,0
16661,5,6,2,0,0,1,36,3.0,7,0,0,69,0
16662,4,24,0,0,2,1,29,3.0,7,1,0,61,0
16663,8,18,2,1,0,2,37,2.0,6,1,0,74,1
16664,7,12,0,1,0,2,27,5.0,1,0,0,46,0
16665,4,14,0,1,1,1,33,5.0,3,1,0,62,0
16666,7,18,0,0,2,1,31,1.0,9,0,0,53,0
16667,7,2,0,1,0,1,36,4.0,4,0,0,51,0
16668,7,18,0,0,0,1,34,1.0,9,0,0,51,0
16669,4,11,0,1,0,1,32,4.0,7,1,0,58,0
16670,4,25,0,1,2,1,37,5.0,9,0,0,56,0
16671,7,11,0,1,2,2,42,3.0,11,0,0,53,0
16672,4,32,2,0,2,1,30,3.0,2,1,0,62,0
16673,0,28,2,1,2,3,47,4.0,17,1,1,92,1
16674,1,24,2,0,2,1,33,3.0,3,1,1,57,0
16675,2,11,0,0,0,1,52,1.0,11,0,0,55,0
16676,4,11,0,1,2,1,44,2.0,5,0,0,56,0
16677,5,24,0,1,2,1,36,5.0,7,1,0,69,0
16678,1,14,0,1,0,2,28,5.0,2,1,0,65,0
16679,4,6,0,1,2,1,31,3.0,7,0,0,61,0
16680,4,14,0,1,2,1,37,1.0,9,0,0,60,0
16681,5,31,2,0,2,1,47,4.0,18,0,0,72,0
16682,4,18,0,0,2,2,28,4.0,1,0,0,62,0
16683,4,6,0,1,2,1,33,4.0,7,0,0,61,0
16684,4,11,2,1,0,1,47,4.0,7,0,0,52,0
16685,8,31,0,0,0,1,29,1.0,5,0,0,81,0
16686,0,6,0,1,0,1,36,3.0,2,0,0,83,0
16687,4,24,0,1,0,2,38,5.0,11,0,0,59,0
16688,7,17,2,1,2,1,35,5.0,4,0,0,64,1
16689,7,11,2,1,0,1,50,4.0,6,0,0,50,0
16690,4,19,2,1,0,1,45,4.0,3,0,0,57,0
16691,4,6,0,1,2,1,32,5.0,2,1,0,58,0
16692,0,24,0,1,2,1,41,3.0,6,0,0,86,0
16693,1,15,2,1,0,1,36,5.0,8,1,1,87,1
16694,6,18,0,1,0,3,28,4.0,3,0,0,84,0
16695,3,14,0,1,0,1,31,5.0,3,0,0,55,0
16696,7,20,0,1,2,1,30,3.0,2,1,1,48,1
16697,7,4,0,1,2,2,32,1.0,6,0,0,47,0
16698,8,5,0,1,2,1,38,3.0,3,0,0,79,0
16699,2,4,0,1,0,1,30,3.0,6,1,0,49,0
16700,4,14,2,0,2,1,34,5.0,5,1,0,59,0
16701,7,20,2,1,0,1,44,3.0,9,0,0,48,0
16702,4,11,0,0,0,1,50,3.0,19,1,0,62,0
16703,7,21,0,1,0,1,24,1.0,1,0,0,46,0
16704,4,14,0,0,0,1,46,1.0,15,1,0,63,0
16705,7,25,0,1,2,1,27,4.0,6,0,0,53,0
16706,8,6,0,1,2,1,35,3.0,9,0,0,87,0
16707,7,14,2,1,0,1,39,2.0,11,0,0,52,0
16708,7,11,2,1,2,1,24,3.0,3,0,0,49,0
16709,7,31,2,1,2,2,32,3.0,2,1,0,46,0
16710,0,6,2,1,2,1,34,5.0,7,0,0,81,0
16711,4,11,0,1,2,1,27,3.0,1,1,0,61,1
16712,7,27,0,1,0,1,27,3.0,4,1,0,51,0
16713,8,26,0,1,0,1,30,1.0,2,0,0,80,0
16714,7,31,0,1,0,1,27,3.0,1,0,0,53,0
16715,5,6,0,1,0,1,41,3.0,6,0,0,75,0
16716,8,31,0,1,2,1,30,3.0,8,1,0,80,0
16717,2,11,0,1,0,1,46,3.0,21,0,0,50,0
16718,7,12,0,1,2,1,26,3.0,2,0,0,50,0
16719,7,24,2,1,0,2,34,2.0,6,0,1,45,0
16720,2,32,2,0,2,1,36,3.0,2,1,0,51,0
16721,8,0,0,0,2,1,28,3.0,5,1,0,84,0
16722,5,7,0,0,0,2,44,5.0,18,1,0,66,0
16723,7,31,2,0,0,1,34,5.0,7,1,0,48,0
16724,8,15,0,1,0,1,32,3.0,8,0,0,77,0
16725,6,30,0,1,0,1,30,4.0,2,1,0,82,0
16726,7,5,2,1,0,1,40,5.0,8,0,0,50,0
16727,7,30,0,1,0,1,32,3.0,7,1,0,50,0
16728,8,7,2,0,2,1,37,2.0,4,1,0,85,0
16729,0,14,0,0,2,1,27,1.0,4,0,0,86,0
16730,7,33,0,1,2,1,38,3.0,4,0,0,51,0
16731,4,14,2,1,0,1,43,5.0,10,0,0,63,0
16732,8,20,2,1,0,1,32,4.0,3,0,0,81,0
16733,0,21,0,0,0,1,28,3.0,2,0,0,86,0
16734,4,5,0,0,2,1,39,3.0,11,0,0,60,0
16735,5,11,2,0,0,1,60,3.0,29,0,0,71,0
16736,1,11,0,0,0,1,38,3.0,3,1,0,56,0
16737,4,4,0,0,0,1,33,3.0,2,1,0,64,0
16738,7,5,0,1,0,1,46,3.0,15,0,0,48,0
16739,0,31,2,0,2,2,33,4.0,4,0,0,86,0
16740,7,28,2,1,0,1,33,3.0,7,1,0,49,1
16741,4,11,2,0,2,1,40,5.0,6,1,0,60,0
16742,8,14,0,0,0,1,25,4.0,2,0,0,79,0
16743,4,14,0,0,2,2,35,2.0,9,1,0,59,0
16744,1,11,1,0,2,1,26,3.0,2,1,0,61,1
16745,4,31,0,1,0,1,42,3.0,10,0,0,59,0
16746,3,7,0,1,2,1,32,1.0,3,0,0,62,0
16747,4,6,0,0,2,1,32,1.0,8,0,0,58,0
16748,1,18,0,1,0,3,26,5.0,4,1,0,59,0
16749,5,29,0,0,0,1,29,1.0,5,0,0,73,0
16750,7,11,0,0,2,1,38,4.0,3,0,0,52,0
16751,4,4,0,0,0,1,35,5.0,5,1,0,58,0
16752,7,7,0,1,0,2,30,1.0,4,0,0,51,0
16753,4,10,0,1,2,1,35,4.0,8,1,0,63,1
16754,4,11,0,0,2,1,42,3.0,3,1,0,66,0
16755,7,4,0,1,2,1,46,2.0,16,0,0,49,0
16756,7,11,0,0,0,1,30,2.0,6,0,0,51,0
16757,4,11,0,0,2,1,60,5.0,34,1,0,62,0
16758,8,28,2,1,0,2,34,4.0,8,0,0,80,0
16759,4,25,0,1,2,1,30,3.0,5,0,0,62,0
16760,4,11,2,0,0,1,58,4.0,5,1,0,62,0
16761,4,11,2,1,2,3,44,4.0,14,1,0,61,1
16762,4,14,2,1,2,1,31,2.0,4,0,0,56,0
16763,4,14,0,1,1,2,39,5.0,10,0,0,63,0
16764,3,31,2,1,2,1,38,1.0,7,0,0,60,0
16765,7,31,2,1,0,1,58,5.0,4,0,0,51,0
16766,7,11,2,0,0,1,25,2.0,4,0,0,51,0
16767,7,24,2,1,0,1,30,3.0,2,0,0,53,0
16768,5,4,2,0,0,1,35,5.0,4,1,1,73,1
16769,8,13,0,1,0,3,35,5.0,4,1,0,78,0
16770,8,5,0,1,0,1,48,3.0,11,0,0,76,0
16771,0,22,2,1,2,1,40,5.0,11,1,0,83,0
16772,8,19,0,0,0,2,33,3.0,7,0,0,79,0
16773,7,11,0,1,2,1,45,3.0,15,1,0,56,1
16774,0,19,0,1,0,1,30,3.0,1,0,0,86,0
16775,7,11,2,0,2,1,35,3.0,8,0,0,48,0
16776,7,14,0,1,0,1,28,2.0,4,1,0,51,0
16777,5,8,2,0,2,1,33,3.0,7,0,0,73,0
16778,7,19,0,1,0,1,33,5.0,5,1,0,51,0
16779,7,31,0,1,2,2,31,4.0,5,1,0,53,1
16780,4,11,2,0,0,1,53,5.0,21,0,0,59,0
16781,0,17,0,1,2,1,27,4.0,1,0,0,85,0
16782,1,11,0,1,0,1,33,4.0,1,0,0,58,0
16783,7,20,0,1,0,1,41,3.0,9,1,0,49,0
16784,7,11,2,1,0,1,39,5.0,5,1,0,51,0
16785,5,31,2,1,2,1,46,3.0,3,0,0,63,0
16786,1,11,0,1,0,1,38,4.0,9,0,0,61,0
16787,7,19,0,1,2,2,38,5.0,5,0,0,50,0
16788,4,31,0,1,0,1,29,2.0,6,0,0,67,0
16789,1,14,0,1,0,2,24,2.0,1,1,0,62,1
16790,7,6,0,1,0,1,39,2.0,8,0,0,50,0
16791,4,11,0,0,0,1,33,5.0,7,1,0,63,0
16792,7,7,0,0,0,1,30,1.0,5,0,0,50,0
16793,7,13,0,1,0,3,28,4.0,1,0,0,47,0
16794,1,11,0,0,2,2,25,4.0,2,1,0,59,0
16795,7,0,0,1,0,1,28,5.0,7,0,0,53,0
16796,8,18,0,0,2,2,26,5.0,3,1,0,78,0
16797,2,14,0,1,2,1,30,3.0,7,0,0,65,1
16798,4,20,0,1,0,1,30,3.0,2,0,0,56,0
16799,8,31,2,1,0,1,49,4.0,17,1,0,76,0
16800,7,19,2,1,0,1,37,4.0,5,0,0,54,0
16801,5,18,0,0,0,1,37,5.0,4,1,0,65,0
16802,7,24,0,1,2,1,49,1.0,15,0,0,46,0
16803,7,17,0,1,0,1,41,4.0,13,0,0,48,0
16804,1,18,0,1,0,1,28,1.0,1,1,0,60,0
16805,5,11,0,0,1,2,32,1.0,3,0,0,67,0
16806,8,11,0,1,0,1,48,3.0,3,0,0,83,0
16807,7,6,0,1,2,1,35,1.0,10,1,0,57,1
16808,3,14,0,1,0,1,31,3.0,2,0,0,63,0
16809,7,25,0,1,0,3,27,1.0,1,1,0,49,0
16810,7,27,0,1,2,1,26,3.0,1,0,0,53,0
16811,7,23,0,1,0,1,34,3.0,10,0,0,51,0
16812,7,14,2,0,0,5,32,1.0,8,0,0,52,0
16813,5,4,2,0,0,1,30,3.0,1,1,1,71,0
16814,4,29,0,1,0,1,37,3.0,7,0,0,63,0
16815,1,11,0,1,0,2,30,4.0,4,0,0,64,0
16816,7,32,0,1,0,1,32,1.0,6,0,0,58,0
16817,4,28,0,1,0,1,28,3.0,1,1,0,61,1
16818,7,6,0,1,0,1,46,3.0,18,0,0,53,0
16819,4,11,2,1,2,2,53,5.0,19,0,0,61,0
16820,1,25,0,1,0,2,31,3.0,6,0,0,58,0
16821,7,11,2,1,2,1,50,5.0,11,0,0,49,0
16822,0,23,0,1,2,3,33,1.0,3,0,0,82,0
16823,0,14,0,1,2,1,27,4.0,2,0,0,87,0
16824,4,17,0,0,0,1,29,4.0,4,1,0,59,0
16825,0,18,0,1,2,1,29,3.0,6,1,0,87,0
16826,4,22,0,1,0,1,29,5.0,1,0,0,59,0
16827,8,24,0,1,0,1,23,5.0,2,1,0,79,0
16828,4,7,2,0,0,1,43,5.0,2,1,0,61,0
16829,8,4,2,1,2,1,48,3.0,7,0,0,84,0
16830,7,7,0,1,2,1,34,4.0,3,0,0,52,0
16831,7,17,0,1,0,1,26,4.0,4,0,0,54,0
16832,7,9,0,1,0,1,26,1.0,2,0,0,48,0
16833,8,6,2,1,0,1,46,3.0,6,0,0,77,0
16834,5,24,0,1,0,2,31,3.0,10,0,0,67,0
16835,7,7,0,1,2,1,40,1.0,6,1,0,52,0
16836,7,19,0,1,0,1,37,3.0,6,0,0,55,0
16837,7,19,0,1,0,1,33,5.0,7,1,0,57,0
16838,4,11,2,0,2,1,43,4.0,4,1,0,57,0
16839,0,19,0,1,0,1,29,5.0,1,1,0,86,0
16840,2,24,0,1,0,1,32,5.0,4,0,0,46,0
16841,8,4,0,1,2,1,29,4.0,1,1,0,79,0
16842,7,11,2,1,0,2,32,4.0,6,0,0,53,0
16843,5,6,0,0,0,1,29,2.0,5,0,0,70,0
16844,1,2,0,1,0,3,30,3.0,4,0,0,55,0
16845,4,14,2,1,2,1,44,4.0,5,1,0,57,0
16846,1,4,0,1,0,1,28,5.0,4,1,0,58,0
16847,4,6,0,0,0,1,39,5.0,5,0,0,60,0
16848,7,14,0,1,0,2,28,5.0,4,1,0,58,0
16849,4,13,0,1,2,1,32,4.0,8,0,0,60,0
16850,7,14,0,1,2,3,33,2.0,9,0,0,50,0
16851,8,11,2,1,0,1,31,3.0,3,0,0,79,0
16852,4,24,0,0,0,1,38,3.0,7,1,0,61,1
16853,7,28,2,1,2,1,30,3.0,6,1,0,56,0
16854,7,28,0,1,0,1,42,3.0,3,0,0,53,0
16855,7,4,0,0,2,1,31,2.0,9,0,0,49,0
16856,8,11,0,0,0,1,59,1.0,28,0,0,83,0
16857,0,21,0,1,0,1,29,2.0,8,0,0,85,0
16858,4,18,0,0,0,1,35,3.0,7,0,0,57,0
16859,7,18,0,1,0,1,32,2.0,7,0,0,55,0
16860,5,21,0,1,0,1,28,4.0,1,0,0,69,0
16861,8,31,2,1,0,1,45,4.0,5,1,0,82,0
16862,1,31,0,0,0,1,24,3.0,1,0,0,62,0
16863,7,31,0,1,2,1,32,3.0,7,1,0,52,1
16864,5,6,0,1,0,1,32,4.0,6,1,0,70,0
16865,7,1,2,1,0,1,37,5.0,10,1,0,43,0
16866,4,6,0,1,0,1,49,5.0,9,1,0,59,0
16867,0,14,0,1,1,1,29,5.0,5,1,0,83,0
16868,7,11,0,0,0,1,34,3.0,3,1,0,48,0
16869,8,31,0,1,0,2,30,4.0,3,0,0,78,0
16870,7,6,0,1,2,1,37,4.0,7,0,0,49,0
16871,2,15,0,1,0,1,30,2.0,5,0,0,48,0
16872,1,11,0,1,0,1,60,3.0,9,0,0,66,0
16873,0,25,0,1,2,1,27,3.0,2,0,0,88,0
16874,7,31,0,1,2,2,26,3.0,2,0,0,50,0
16875,7,12,0,1,0,1,33,5.0,7,1,0,47,0
16876,8,2,0,1,0,1,37,1.0,8,0,0,81,0
16877,5,11,2,0,0,1,52,4.0,20,0,0,67,0
16878,7,24,0,1,0,1,27,4.0,4,0,0,49,0
16879,8,31,1,1,2,1,23,3.0,1,0,0,77,0
16880,2,31,2,0,0,1,36,3.0,6,0,0,50,0
16881,7,6,0,1,0,1,42,1.0,3,0,0,54,0
16882,7,11,0,1,2,1,24,5.0,2,0,0,62,1
16883,8,31,0,0,2,1,36,1.0,10,0,0,77,0
16884,4,21,2,0,0,1,31,5.0,6,0,0,62,0
16885,4,10,0,1,2,2,36,3.0,5,1,0,58,1
16886,5,4,0,1,2,2,30,3.0,8,0,0,71,0
16887,1,23,0,0,2,1,28,5.0,4,1,0,62,0
16888,7,2,0,1,0,1,37,4.0,5,0,0,53,0
16889,7,27,0,1,2,1,26,1.0,2,1,0,51,0
16890,8,28,0,1,2,1,29,3.0,6,0,0,85,0
16891,7,1,2,1,0,1,40,3.0,7,0,0,48,0
16892,5,11,2,0,2,1,48,4.0,19,0,0,69,0
16893,4,6,2,1,0,1,52,3.0,9,0,0,61,0
16894,2,0,2,1,2,1,33,3.0,3,0,0,52,0
16895,7,31,0,1,2,1,34,1.0,9,0,0,47,0
16896,7,20,2,0,2,2,35,3.0,10,0,0,49,0
16897,8,6,0,1,0,1,27,5.0,3,1,0,83,0
16898,4,28,0,0,2,1,32,2.0,3,0,0,60,0
16899,5,14,0,1,2,1,30,5.0,2,1,0,69,0
16900,7,19,0,1,0,2,36,3.0,7,1,0,48,0
16901,4,4,2,1,0,1,36,1.0,5,0,0,60,0
16902,7,11,2,0,0,2,55,1.0,14,0,0,53,0
16903,7,1,2,1,2,2,43,1.0,12,0,0,46,0
16904,8,31,0,1,0,1,30,4.0,9,1,0,79,0
16905,7,4,2,1,0,1,59,1.0,4,1,0,51,0
16906,8,7,2,1,2,1,37,1.0,4,1,0,81,0
16907,0,15,0,1,0,2,33,3.0,8,0,0,84,0
16908,7,4,2,1,0,1,45,4.0,15,0,0,49,0
16909,5,11,2,0,2,1,38,3.0,10,0,0,64,0
16910,7,31,0,1,0,1,42,5.0,3,1,0,48,0
16911,4,14,2,0,0,1,36,3.0,4,1,0,60,0
16912,0,14,0,1,0,1,27,5.0,3,1,0,86,0
16913,4,32,0,0,2,1,33,2.0,6,0,0,62,0
16914,7,12,0,1,2,1,42,1.0,7,0,0,48,0
16915,7,6,0,1,2,2,27,3.0,3,0,0,52,0
16916,0,15,0,1,2,1,33,2.0,5,0,0,83,0
16917,7,17,0,1,0,1,36,3.0,5,1,0,52,0
16918,7,22,2,1,2,1,42,3.0,5,0,0,43,0
16919,4,31,0,1,0,1,40,5.0,3,1,1,64,0
16920,7,11,2,1,0,2,36,3.0,10,0,0,47,0
16921,5,11,2,1,0,1,46,5.0,7,1,0,64,0
16922,4,24,0,1,0,1,30,4.0,4,1,0,62,0
16923,4,6,0,0,1,1,32,5.0,6,0,0,61,0
16924,8,14,2,0,0,1,35,3.0,8,1,0,77,0
16925,4,11,2,1,2,1,38,3.0,5,0,0,60,0
16926,5,11,0,1,0,1,42,3.0,11,0,0,68,0
16927,4,11,0,0,0,1,51,4.0,4,1,0,60,0
16928,8,31,0,0,2,3,41,1.0,4,0,0,80,0
16929,4,11,2,1,0,1,45,5.0,3,0,0,59,0
16930,4,2,0,1,0,1,31,4.0,6,0,0,61,0
16931,7,23,0,1,2,1,26,5.0,3,0,0,55,0
16932,4,11,0,0,0,1,58,4.0,17,1,0,62,0
16933,1,11,0,0,2,1,53,5.0,33,1,0,58,0
16934,7,6,2,1,0,1,37,3.0,5,0,0,50,0
16935,0,11,0,1,2,1,32,3.0,4,0,0,84,0
16936,7,4,0,1,0,1,25,2.0,3,0,0,50,0
16937,4,2,0,0,0,2,34,4.0,8,0,0,58,0
16938,7,14,0,1,0,1,29,1.0,6,1,0,46,0
16939,5,31,2,1,2,1,40,4.0,13,1,0,74,0
16940,4,24,0,1,2,1,37,4.0,3,0,0,65,0
16941,6,4,2,1,0,3,34,4.0,6,1,0,85,0
16942,7,31,0,1,2,2,48,3.0,7,0,0,50,0
16943,0,6,0,1,0,1,37,1.0,7,0,0,85,0
16944,7,0,2,1,2,1,35,3.0,3,0,0,51,0
16945,8,11,2,1,0,1,50,2.0,19,0,0,86,0
16946,8,16,2,1,0,3,34,5.0,7,1,0,82,0
16947,1,17,0,1,2,1,29,5.0,2,1,0,57,0
16948,2,11,2,1,0,1,56,3.0,20,0,0,52,0
16949,7,31,0,1,0,2,32,1.0,5,0,0,47,0
16950,7,11,2,0,0,2,50,3.0,19,0,0,48,0
